kr_id,obj_Id,owner_id,company_id,created_at,is_complete,name
53,39,79353,711,03/11/2023 10:19,0,Payroll KR 1.3: Conduct training of the African payroll calculator to the Business development team in collaboration with the Customer success and Legal team
54,35,19588,711,03/11/2023 13:14,0,Success T1; Onboard
55,35,19588,711,03/11/2023 13:16,0,Onboarding
56,42,66530,711,06/11/2023 10:26,0,"Enhance cross-team Conducting a training session (led by both the legal and the payroll team) to the Sales team, enabling them to demonstrate a deep understanding and proficiency in leveraging Workpay's African presence"
58,32,15099,711,16/11/2023 11:25,0,100% of tickets  tied to contact/companies to automate email CSAT
59,32,15099,711,16/11/2023 11:32,0,100% of tickets  tied to contact/companies to automate email CSAT
60,23,91325,711,23/11/2023 23:46,0,Deploy disciplinary module on global platform
61,22,91325,711,23/11/2023 23:51,0,Deliver disciplinary management module on global
62,22,91325,711,23/11/2023 23:51,0,"Complete connection of TA, approval workflow and pension on Global"
63,22,91325,711,23/11/2023 23:51,0,Migrate Kenya and Nigeria clients to the global platform.
64,22,91325,711,23/11/2023 23:52,0,Go live in South Africa with complete suite
65,32,43885,711,27/11/2023 11:42,0,100% of tickets  tied to contact/companies to automate email CSAT
66,32,43885,711,27/11/2023 12:12,0,100% of tickets  tied to contact/companies to automate email CSAT
67,32,15099,711,27/11/2023 14:58,0,"By end- of Q3, a Support WhatsApp for Business line is created and integreated with Hubspot Conversation Inbox with client WhatsApps actively being addressed in Hubspot"
68,53,74234,711,16/01/2024 12:32,0,Achieve MRR Target (SaaS KE)
69,53,74234,711,16/01/2024 12:32,0,Increase number of companies (SaaS KE)
70,53,74234,711,16/01/2024 12:32,0,Increase number of employees (SaaS KE)
71,54,15093,711,16/01/2024 12:43,0,Growth D3:KR3: Achieve 2000 new logos
72,54,74234,711,16/01/2024 12:43,0,Increase number of employees
73,54,74234,711,16/01/2024 12:43,0,Increase number of companies
74,55,86703,711,16/01/2024 19:11,0,Joan KR 1.1 Ensure we have the first version of the EOR feature out
75,55,86703,711,16/01/2024 19:11,0,Joan KR 1.2 Ensure at least 3 clients from non-Kenya and Nigeria Markets can succesfully onboard to the platform
76,55,29151,711,16/01/2024 19:11,0,TK KR 1.1 Work with PM-Payments to design the Workpay Wallets
77,55,29151,711,16/01/2024 19:11,0,TK 1.2 Gather at least 3 feedback from users onboarding on the product
78,55,29152,711,16/01/2024 19:11,0,Praise 1.1 Develop detailed designs for the Employer of Record Product admin and employee onboarding flows
79,55,28741,711,16/01/2024 19:11,0,George 1.1 Address 60% of issues that come in from beta testing
80,55,95012,711,16/01/2024 19:11,0,Daniel 1.1 Successfully integrate Power BI to streamline data reporting processes
81,56,86703,711,16/01/2024 19:23,0,Joan KR 2.1 Implement a standardized product requirement templates for the team
82,56,86703,711,16/01/2024 19:23,0,Joan KR 2.2 Ensure we are tracking event data for the recrutiment portal and performance management systems
83,56,86703,711,16/01/2024 19:23,0,Joan KR 2.3 Successfuly complete one course on product strategy offered by product school
84,56,29151,711,16/01/2024 19:23,0,TK KR 2.1 Create a flexible post-design documentation for developers in Figma to improve collaboration
85,56,29152,711,16/01/2024 19:23,0,"Praise 2.1 Develop and deliver a comprehensive post-design documentation for developers, focusing on employee management designs, to enhance collaboration and ensure clarity in implementatio"
86,56,29152,711,16/01/2024 19:23,0,Praise 2.2 Work collaboratively with the team to establish and implement a streamlined design workflow for the efficient delivery and sharing of design tasks
87,56,28741,711,16/01/2024 19:23,0,George 2.1 Document competitive research for at least 2 products for performance review
88,56,95012,711,16/01/2024 19:23,0,Daniel KR 2.1 Create 3 comprehensive dashboards to monitor and analyze organizational performance
89,56,95012,711,16/01/2024 19:23,0,"Daniel KR 2.2 Successfully complete a certification in a relevant data-related field, enhancing skills and knowledge in data management"
90,56,95012,711,16/01/2024 19:23,0,Daniel 2.3 Meet with at least two departments to understand their specific data-related requirements.
91,57,86703,711,16/01/2024 19:35,0,Joan KR 3.1 Implement changes based on 80% of actionable insights gathered from user feedback sessions.
92,57,86703,711,16/01/2024 19:35,0,Joan KR 3.2 Launch three innovation-driven features
93,57,29151,711,16/01/2024 19:35,0,TK KR 3.1 Brainstorm 1 new feature and how it can be incoporated into the product
94,57,29151,711,16/01/2024 19:35,0,TK KR 3.2 Use feedback from users to Validate or suggest improvements to the onboarding flow
95,57,29152,711,16/01/2024 19:35,0,"Praise KR 3.1 Ensure all aspects of the promotions, contract renewals and contract extensions feature is designed and implemented according to specifications"
96,57,29152,711,16/01/2024 19:35,0,"Praise KR 3.2 Collaborate with George to oversee the successful implementation of the performance review feature, ensuring it aligns with design standards and enhances the overall user experience"
97,57,28741,711,16/01/2024 19:35,0,George KR  Design hi-fi screen for the performance review module in 4 weeks
98,57,95012,711,16/01/2024 19:35,0,Daniel KR 3.1 Develop two user-centric dashboards to visualize and analyze customer interactions with the website and mobile app
99,57,95012,711,16/01/2024 19:35,0,Daniel KR 3.2 Compiled a comprehensive document containing insights and recommendations on user engagement with the web app
100,58,66530,711,16/01/2024 20:31,0,"Nelson Q1 KR 3.1: Conduct research to ascertain the EOR licensing (if any), in 15 of the countries where Workpay has operations (0=no country researched, 15=all countries researched and EOR licensing status position ascertained)"
101,58,79401,711,16/01/2024 20:31,0,"Tracey Q1 KR 3.2: Ensure that Workpay is registered with the applicable data protection agencies in Rwanda and Ghana (1=nothing done, 2=registration submitted and 3=registration complete)"
102,58,98930,711,16/01/2024 20:31,0,"David Q1 KR 3.3: Create a checklist to identify the KYC information available regarding our clients and information that needs to be submitted (1=nothing done, 2=checklist of docs and info in progress and 3=checklist with complete status report ready)"
103,58,66530,711,16/01/2024 20:31,0,"Nelson Q1 KR 3.4: Ensure that the post-incorporation issues in Eswatini, Malawi, Mozambique, Madagascar and Lesotho are finalized by the end of the quarter  (1=no tangible progress and 3=all post incorporation issues in these countries fully resolved)"
104,59,98930,711,16/01/2024 20:37,0,David Q1 KR 2.1: Cap all typographical and grammatical errors in all employment contracts to 36 errors in Q1 (Y (target achieved) and N (target not achieved)
105,59,66530,711,16/01/2024 20:37,0,"Nelson Q1 KR 2.2:Attend one training relating to a relevant topic (data protection, contract drafting/ management, transfer pricing, company law, labour law or client management (Y (training attended) or N (training not attended)"
106,59,79401,711,16/01/2024 20:37,0,"Tracey Q1 KR 2.3Attend one training relating to a relevant topic (the relevant topics being data protection, contract drafting/ management, transfer pricing, company law, labour law or client management (Y (training attended) or N (training not attended)"
107,59,98930,711,16/01/2024 20:37,0,"David Q1 KR 2.4: Attend one training relating to a relevant topic (the relevant topics being data protection, contract drafting/ management, transfer pricing, company law, labour law or client management (Y (training attended) or N (training not attended)"
108,60,79401,711,16/01/2024 20:40,0,"Tracey Q1 KR 1.1: Create and have a draft FAQ tool for ZIM, NG & Morocco to ensure that client queries are responded to efficiently (1 = not started; 2 = started but incomplete; 3 = draft with solid content ready for final branding)"
109,60,79401,711,16/01/2024 20:40,0,Tracey Q1 KR 1.2: Provide concrete written and visual guidelines and requirements to Product Team to guide design and development of the contract management feature
110,43,18181,711,16/01/2024 21:22,0,Finish fundraising Documentation and DD by 29th Feb 2024
111,43,18181,711,16/01/2024 21:22,0,"Start Series A paperwork (investment agreement, shareholder agreements) by the end of Q1 2024."
112,43,18181,711,16/01/2024 21:22,0,Finish series A fundraising by 31st April 2024.
113,43,18181,711,16/01/2024 21:23,0,"Close $100,000 in revenue by 30th Sept 2024."
114,46,18181,711,16/01/2024 21:24,0,Achieve 100% completion of the roadmap in Q1.
115,46,18181,711,16/01/2024 21:25,0,Introduce/connect all product and engineering managers with global SaaS/Tech leaders by 31st March 2024.
116,46,18181,711,16/01/2024 21:25,0,Plan and lead monthly management meetings to review progress and challenges.
117,55,91325,711,17/01/2024 13:14,0,Migrate all clients and sunset local platform to reduce cost.
118,55,91325,711,17/01/2024 13:14,0,Automation of lending workflows to increase turnaround time in the credit admin process.
119,55,91325,711,17/01/2024 13:49,1,Migrate all clients and sunset local platform to reduce cost.
120,55,91325,711,17/01/2024 13:49,0,Brian KR 1.1 Automation of lending workflows to increase turnaround time in the credit admin process.
121,55,91325,711,17/01/2024 13:51,0,Brian KR 1.2 Migrate all clients and sunset local platform to reduce cost.
122,55,91325,711,17/01/2024 13:51,0,Work with Ops team to re-engineer business workflow in relation to onboarding and finance operations to reduce loss through poor service or misposting
123,56,91325,711,17/01/2024 13:53,0,Brian KR 2.1 Rollout the design document template to standardize documentation requirement and reduce reiterations
124,56,91325,711,17/01/2024 13:55,0,Simulate and condition AI generated Design requirement documentation to reduce time it takes to provide designer briefs
125,56,91325,711,17/01/2024 13:58,0,Brian KR 2.2 Implement and incorporate design working process into Jira to allow for monitoring of workstreams and team capacity
126,56,91325,711,17/01/2024 13:59,0,Brian KR 2.3 Simulate and condition AI generated Design requirement documentation to reduce time it takes to provide designer briefs
127,55,91325,711,17/01/2024 14:35,0,Brian KR 1.3 Work with Ops team to re-engineer business workflow in relation to onboarding and finance operations to reduce loss through poor service or mis-posting
128,57,91325,711,17/01/2024 14:38,0,Brian KR 3.1 Implement a fully functional employee wallet on mobile and app
129,57,91325,711,17/01/2024 14:43,1,Embed insurance on the platform to drive new revenue
130,57,91325,711,17/01/2024 14:43,0,Brian KR 3.2 Embed insurance on the platform to drive new revenue
131,57,91325,711,17/01/2024 15:09,0,Brian KR 3.3 Embed value added services (Airtime and Investment into the platform to drive new revenue
132,57,91325,711,17/01/2024 15:10,0,Brian KR 3.4 Support implementation of new payment gateways into the global platform
136,64,112733,1,17/01/2024 15:21,0,sales
137,55,112791,711,17/01/2024 15:25,0,Winnie KR 1.1: Open Tickets Follow up Management
138,55,112791,711,17/01/2024 15:25,0,Winnie KR 1.2: Disciplinary Module Documentation
139,55,112791,711,17/01/2024 15:25,0,Winnie KR 1.3: Payroll Module Documentation
141,57,112791,711,17/01/2024 15:28,0,Winnie KR3.1: Payslip Redesign Requirements
142,57,112791,711,17/01/2024 15:28,0,Winnie KR 3.2: Product Requirement Document - Wallets
143,56,112791,711,17/01/2024 15:30,0,Winnie KR 2.1: Take 3 short courses on product management
144,68,67564,3559,17/01/2024 15:34,0,In-House Safety Trainings
145,55,112791,711,17/01/2024 15:35,0,Winnie KR 1.4: Product Roadmap Management
146,71,19588,711,17/01/2024 16:38,0,Success T1:Q1-1: Shorten the onboarding timeline from 22 to 14 days
147,71,19588,711,17/01/2024 16:44,0,"Success T1-Q1:2 Implement self-onboarding for customers and employees through automated multi-media onboarding communication, guidance, and training"
148,71,19588,711,17/01/2024 16:45,0,Success T1:Q1-3: Convert clients from short-term billing cycles to to long-term billing cycles to minimize time spent on renewals and collection
152,63,91705,711,17/01/2024 20:07,0,Test key result
153,74,42014,711,17/01/2024 23:51,0,James KR 3.1: Maintain an NPL of less than 1% for both employer and employee loans
156,75,69607,3533,18/01/2024 09:35,0,10% increase in marketing leads
157,75,69607,3533,18/01/2024 09:35,0,One weekly marketing campaign in a new market
158,76,69607,3533,18/01/2024 09:37,0,One new market campaign weekly
159,77,110603,2168,18/01/2024 10:21,0,Running 10 social media campaigns per week from 2
161,78,47989,711,18/01/2024 14:00,0,David KR 1.1: Reduce Cost by 30% by optimizing google Ads budget
163,49,25450,711,18/01/2024 20:23,0,Titus KR 1.1: Enhance Transactions workflows UI KE
164,47,25450,711,18/01/2024 20:25,0,Titus KR 3.1: Integrate UI for Ebury Finance Payment Gateway
165,48,25450,711,18/01/2024 20:27,0,Titus KR 2.1: Prepare a topic on beter UI/UX for financial service in the financial squad workshops
166,48,25450,711,18/01/2024 20:27,0,Titus KR 2.2: Enhance bank topup by allowing product admins to manage workpay topup bank accounts on new prod admin UI
167,47,91704,711,19/01/2024 07:51,0,Josia KR 1.1 Bsc production deployment
168,48,91704,711,19/01/2024 07:54,0,Josia KR 1.2 Compile all assay documents into one repository
169,49,91704,711,19/01/2024 07:55,0,Josia KR 1.3 Release the performance reviews feature
170,49,25451,711,19/01/2024 09:06,0,Victor: KR 1.1 Regression testing on templated payroll for global migration targeting all templated countries
171,49,25451,711,19/01/2024 09:22,0,"Victor: KR 1.2 Implementation of the ISO27001: Setting up a team (infosec team - i.e. this will be a cross department team of internal auditors and ISO Champions), Gap analysis and documentation of policies, procedures, standards"
172,48,25451,711,19/01/2024 09:24,1,Victor: KR 2.1 Documentation of cybersecurity strategy
173,47,25451,711,19/01/2024 09:35,0,"Victor: KR 3.1: Shortlist, interview and onboard candidates for Devops Engineer position"
174,49,43890,711,19/01/2024 09:38,0,"Anne: KR 1.1 Test global payroll migration enhancements (Allow Nigerian clients to manage gross break down, Allow Kenyan clients to select allowances that impact housing levy calculation, Make payroll setting country based)"
175,47,25449,711,19/01/2024 09:41,0,Anthony KR 3.1: Integrate AZA Finance payment gateway
176,48,25449,711,19/01/2024 09:43,0,Anthony KR 2.1: Provide the API for the management of workpay top-up bank accounts
177,48,25449,711,19/01/2024 09:44,0,Anthony KR 2.2: Implement Product Admin settings to support subscription plans for different markets
178,48,25449,711,19/01/2024 09:45,0,Anthony KR 2.3: Achieve 100% on time delivery of sprints assigned
179,49,25449,711,19/01/2024 09:46,0,Anthony KR 1.1: Implement wallets for employees that are backed by actual bank accounts
180,49,25449,711,19/01/2024 09:47,0,Anthony KR 1.2: Implement a transaction workflow to facilitate effective float management
181,49,25449,711,19/01/2024 09:47,0,Anthony KR 1.3: Enhance employee loans funded by workpay
182,48,15092,711,19/01/2024 09:48,0,Abigael KR 2.1: Hold at least one workshop within the team to share domain knowledge on quality trends.
183,47,15092,711,19/01/2024 10:17,1,Abigael KR 1.1: Implement UI for country-based payroll settings. (1 = not started; 2 = Started but incomplete; 3 = complete and in -use).
184,47,15092,711,19/01/2024 10:18,1,Abigael KR 1.2: Implement UI to allow Nigerian clients to manage gross break down (1 = not started; 2 = Started but incomplete; 3 = complete and in -use)..
185,47,15092,711,19/01/2024 10:19,0,Abigael KR 1.3: Implement APIs to allow Kenyan clients to select allowances that impact housing levy calculation (1 = not started; 2 = Started but incomplete; 3 = complete and in -use).
186,49,15092,711,19/01/2024 10:21,0,Abigael KR 3.1: Implement product admin user interface for the existing payroll templates. (1 = not started; 2 = Started but incomplete; 3 = complete and in -use).
187,49,25453,711,19/01/2024 10:21,0,Bernard KR 3.1: Enhance templates for each country to ensure each template adapts to changing base formulas that lead to creation of new templates causing customers to reupload payroll data towards new templates disrupting workflow
188,49,15092,711,19/01/2024 10:22,0,Abigael KR 3.2: Implement client admin UI for the existing global payroll report builder. (1 = not started; 2 = Started but incomplete; 3 = complete and in -use).
189,48,15092,711,19/01/2024 10:25,0,Abigael KR 2.2: Achieve 100% on time delivery of sprints assigned.
190,49,25453,711,19/01/2024 10:27,0,Bernard KR 3.2: Implement product admin APIs for the existing payroll templates
191,49,25453,711,19/01/2024 10:27,0,Bernard KR 3.3: Implement client admin APIs for the existing global payroll report builder
192,49,25453,711,19/01/2024 10:27,0,Bernard KR 3.4: Implement new payslip design to improve presentation
193,63,15099,711,19/01/2024 10:29,0,"KR T3:1 Ensure 100% attendance of at least 1 Support representative at all scoping, workshops, showcases and testing events, and that each event is documented by the representative for later viewing by other members of PS team and for presentation to the Engineering and Product Teams"
194,63,15099,711,19/01/2024 10:32,0,KR T3:2 Contribute to system enhancement requesting and documenting 30 user experience UX Improvements to refine and optimize the overall functionality and usability of the product.
195,49,15100,711,19/01/2024 10:32,0,Njoroge KR 1.1: Implement Product Admin settings that support addition of employees from different markets
196,48,25453,711,19/01/2024 10:33,0,Bernard KR 2.1: Hold at least one workshop within the team to share domain knowledge on quality trends
197,48,25453,711,19/01/2024 10:33,0,Bernard KR 2.2:Achieve 100% on time delivery of sprints assigned
198,48,15100,711,19/01/2024 10:33,0,Njoroge KR 2.1: Support the addition of contract extensions and job promotions for employees
199,63,15099,711,19/01/2024 10:35,0,"KR T3:3 Deploy process by which all new features are assigned to a specific PSE who owns testing work, documentaion of testing. and timelines for that feature"
200,47,15100,711,19/01/2024 10:35,1,Njoroge KR 3.2: Enable companies to onboard EOR employees via the system
201,47,15100,711,19/01/2024 10:35,0,Njoroge KR 3.1: Clean up of existing EOR companies
202,62,15099,711,19/01/2024 10:37,0,"KR T2:1 Implement Recognition Program to acknowledge and reward team members based on execptional performance in achieving quantitative targets (response times, CSAT etc.) and exemplifying core values"
203,62,15099,711,19/01/2024 10:39,0,KR T2:2 Maintain an average response time of under 5 minutes for live chat ensuring prompt customer engagement and satisfaction.
204,47,25453,711,19/01/2024 10:40,0,Bernard KR 1.1:Analyse local payrolls for Kenyan clients to support the translation of local custom formulas to the global payroll
205,47,25453,711,19/01/2024 10:40,0,Bernard KR 1.2:Analyse local payrolls for Nigerian clients to support the translation of local custom formulas to the global payroll
206,47,25453,711,19/01/2024 10:40,0,Bernard KR 1.3:Implement country-based payroll settings APIs
207,47,25453,711,19/01/2024 10:40,0,Bernard KR 1.4:Implement APIs to allow Nigerian clients to manage gross break down
208,47,25453,711,19/01/2024 10:40,0,Bernard 1.5:Implement APIs to allow Kenyan clients to select allowances that impact housing levy calculation
209,62,15099,711,19/01/2024 10:47,0,KR T2:3 Establish an average turnaround time of 15 minutes for responding to inbound missed calls.
210,61,15099,711,19/01/2024 10:49,0,KR T1:1 Update new and existing KB articles (and videos!) to reflect the Global system features and changes.
211,49,86417,711,19/01/2024 10:49,0,James KR 1.1 Implement Wallets for companies backed by Bank accounts
212,61,15099,711,19/01/2024 10:51,0,"KR T1:2 By end- of Q1, a Support WhatsApp for Business line is created and intergrated with Hubspot Conversation Inbox with client WhatsApps actively being addressed in Hubspot"
213,61,15099,711,19/01/2024 10:52,0,KR T1:3 Establish operational call center(Mteja) in Uganda and Tanzania to effectively support and cater to the expanding client base in these regions
214,48,86417,711,19/01/2024 10:52,0,James KR 2.1: Squad workshops geared towards collaboration on best technological approaches and advancement/enhancement for existing and new financial services in the system.
215,48,86417,711,19/01/2024 10:53,0,James KR 2.3: Achieve 100% on time delivery of sprints assigned
216,47,86417,711,19/01/2024 10:54,0,James KR 3.1: Integrate Ebury Payment Gateway
217,49,97786,711,19/01/2024 11:03,0,Maricus KR 1.1 Implement UI for employee wallets backed by Bank accounts
218,48,97786,711,19/01/2024 11:08,0,Maricus KR 2.1 Expose company loans to beta system
219,48,97786,711,19/01/2024 11:10,0,Maricus KR 2.2 Achieve 100% on time delivery of sprints assigned
220,47,97786,711,19/01/2024 11:15,0,Maricus  KR 3.1 Integrate UI Insurance
221,49,91705,711,19/01/2024 11:25,0,Irungu KR 1.1 Implement APIs for OKRs redesign (1 = not started; 2 = Started but incomplete; 3 = complete and in -use)
222,48,91705,711,19/01/2024 11:26,0,Irungu KR 2.1 Hold one knowlegde sharing workshop
223,47,91704,711,19/01/2024 11:27,0,Irungu KR 3.1 Provide APIs for organizational structure feature (1 = not started; 2 = Started but incomplete; 3 = complete and in -use)
224,47,91704,711,19/01/2024 11:27,0,Irungu KR 3.2 Providing APIs to add Assay as an add-on to Subscriptions (1 = not started; 2 = Started but incomplete; 3 = complete and in -use)
225,49,91701,711,19/01/2024 11:29,0,Masho KR 1.1 Implement UI for OKRs redesign (1 = not started; 2 = Started but incomplete; 3 = complete and in -use)
226,47,85786,711,19/01/2024 11:37,0,Bikundo KR 1.1 Implement APIs to help in redesigning the employee listing page to support a more dynamic page(1 = not started; 2 = Started but incomplete; 3 = complete and in -use)
227,47,85786,711,19/01/2024 11:39,0,Bikundo KR 3.2 Maintaining the employee job history (1 = not started; 2 = Started but incomplete; 3 = complete and in -use)
228,48,91701,711,19/01/2024 11:39,0,Masho KR 2.1 Hold one knowledge sharing workshop
229,49,85786,711,19/01/2024 11:40,1,Bikundo KR 5.1: Move asset management to Cloud Storage. (Documents need to be stored separately from core server. (1 = not started; 2 = Started but incomplete; 3 = complete and in -use)
230,48,91701,711,19/01/2024 11:40,0,Masho KR 2.2 Achieve 100% of the teams roadmap
231,47,91701,711,19/01/2024 11:42,1,Masho KR 3.1 Provide UIs for organizational structure feature (1 = not started; 2 = Started but incomplete; 3 = complete and in -use)
232,49,61864,711,19/01/2024 11:43,0,Justus KR 1.1: Implement Product Admin settings that support addition of companies from different markets
233,47,91701,711,19/01/2024 11:43,0,Masho KR 3.2 Integrate Performance  Reviews APIs on the UI  (1 = not started; 2 = Started but incomplete; 3 = complete and in -use)
234,49,61864,711,19/01/2024 11:44,0,Justus KR 1.2: Implement Product Admin settings to support subscription plans for different markets
235,47,61864,711,19/01/2024 11:47,0,Justus KR 4.1: EOR admin portal - Management of EOR employees
236,47,101852,711,19/01/2024 11:49,0,Weru KR 1.1 Complete & ship Bsc FE to production (1 = not started; 2 = Started but incomplete; 3 = complete and in -use)
237,48,101852,711,19/01/2024 11:50,0,Weru KR 2.1 Document the various technologies in place on the frontend (1 = not started; 2 = Started but incomplete; 3 = complete and in -use)
238,48,61864,711,19/01/2024 11:51,0,Justus KR 3.1: Maintaining the employee job history
239,48,61864,711,19/01/2024 11:52,0,Justus KR 3.2: Support the addition of contract extensions and job promotions for employees
240,49,101852,711,19/01/2024 11:52,0,Weru kr 3.1 Implement and release the performance reviews feature on the frontend (1 = not started; 2 = Started but incomplete; 3 = complete and in -use)
241,47,95711,711,19/01/2024 12:07,0,"Shamim KR 1.1  - Fix existing email templates that are currently malformed for the following modules: Employee exit, Loans and TA"
242,50,71523,711,19/01/2024 12:08,0,Dennis KR 3:2 Increase number of companies by 15 per month
243,50,37665,711,19/01/2024 12:08,1,Elizabeth KR 3:2 Increase number of companies by 15 per month
244,50,88380,711,19/01/2024 12:08,0,Evans KR 3:2 Increase number of companies by 15 per month
245,50,42010,711,19/01/2024 12:08,0,Jedidah KR 3:2 Increase number of companies by 30 per month
246,50,47844,711,19/01/2024 12:08,0,Peter KR 3:2 Increase number of companies by 15 per month
247,50,71521,711,19/01/2024 12:08,0,Geoffrey KR 3:2 Increase number of companies by 15 per month
248,47,95711,711,19/01/2024 12:09,0,Shamim  KR 3.1  - Migrate all email templates to the new template designs leveraging the design system (1 = not started; 2 = Started but incomplete; 3 = complete and in -use)
249,49,86701,711,19/01/2024 12:09,1,Gachunga KR 1.1 Implementing In-App Messaging
250,50,74234,711,19/01/2024 12:09,0,Joylena KR 3:2 Increase number of companies by 15 per month
251,80,95221,711,19/01/2024 12:13,0,Observability dashboards for performance tests
252,49,86701,711,19/01/2024 12:15,0,Gachunga KR 1.2 Implementing Get Help page on Mobile (1 = not started; 2 = Started but incomplete; 3 = complete and in -use)
253,49,86701,711,19/01/2024 12:16,0,Gachunga KR 1.3 Implement Biometric auth - (1 = not started; 2 = Started but incomplete; 3 = complete and in -use)
254,81,95221,711,19/01/2024 12:17,0,Run Payroll
255,81,95221,711,19/01/2024 12:17,0,Salary Rates
256,81,95221,711,19/01/2024 12:17,0,Allowances
257,81,95221,711,19/01/2024 12:17,0,Deductions
258,81,95221,711,19/01/2024 12:17,0,Leave Balances
259,81,95221,711,19/01/2024 12:17,0,Leave Requests
260,81,95221,711,19/01/2024 12:17,0,Expenses
261,81,95221,711,19/01/2024 12:17,0,Documents
