kpi_id,kpi_name,company_id,created_at,review period
143,Amount,5953,10/10/2024 12:00,NULL
144,Amount,5953,10/10/2024 12:03,NULL
145,Maximum Unbilled WIP,5953,10/10/2024 12:04,NULL
146,Productivity Tracker,5953,10/10/2024 12:07,NULL
147,Amount,5953,10/10/2024 12:08,NULL
148,Unbilled WIP,5953,10/10/2024 12:11,NULL
149,Productivity Tracker,5953,10/10/2024 12:13,NULL
150,Productivity Trakcker,5953,10/10/2024 12:16,NULL
151,New Business from existing clients,5953,10/10/2024 12:21,NULL
152,New Business from New Clients,5953,10/10/2024 12:24,NULL
153,New Business from New Clients,5953,10/10/2024 12:31,NULL
154,Date Implementation of Marketing Plan,5953,10/10/2024 12:36,NULL
155,Number of Complaints,5953,10/10/2024 12:40,NULL
156,Internal Customer Survey Score,5953,10/10/2024 12:43,NULL
157,Internal Customer Survey Score (on JD),5953,10/10/2024 12:46,NULL
158,Internal Customer Survey Score on Abacus Implementation,5953,10/10/2024 12:48,NULL
159,Attendance for firm trainings,5953,10/10/2024 12:50,NULL
160,Conduct Training,5953,10/10/2024 12:53,NULL
161,Amount,5953,10/10/2024 13:56,NULL
162,Maximum Unbilled WIP,5953,10/10/2024 13:58,NULL
163,Amount,5953,10/10/2024 14:29,NULL
164,<10% of income target to remain unmilled,5953,10/10/2024 14:39,NULL
165,Attendance for Firm Trainings,5953,10/10/2024 14:48,NULL
166,Conduct Training,5953,10/10/2024 14:50,NULL
167,Attendance for Individual Advocate Business and Marketing Program,5953,10/10/2024 14:55,NULL
168,Internal Customer Survey Score,5953,10/10/2024 14:57,NULL
169,Internal Customer Survey Score,5953,10/10/2024 15:00,NULL
170,Attendance for Firm Trainings,5953,10/10/2024 15:04,NULL
171,Attendance for Firm Trainings,5953,10/10/2024 15:06,NULL
172,Conduct Training,5953,10/10/2024 15:08,NULL
173,Attendance for Individual Advocate Business and Marketing,5953,10/10/2024 15:13,NULL
174,Internal Customer Survey Score (on JD),5953,10/10/2024 15:19,NULL
175,Internal Customer Survey Score (on JD),5953,10/10/2024 15:21,NULL
176,Internal Customer Survey Score on Abacus Implementation,5953,10/10/2024 15:23,NULL
177,Internal Customer Survey Score on Abacus Implementation,5953,10/10/2024 15:25,NULL
178,New Business from Existing Clients,5953,10/10/2024 15:28,NULL
179,New Business from New Clients,5953,10/10/2024 15:30,NULL
180,Date Implementation of Marketing Plan,5953,10/10/2024 15:32,NULL
181,Number of Complaints,5953,10/10/2024 15:34,NULL
182,<10% of Income Target to remain unbilled,5953,10/10/2024 15:36,NULL
183,Amount,5953,10/10/2024 15:38,NULL
184,<10% of Income Target to remain unmilled,5953,10/10/2024 15:40,NULL
185,Productivity Tracker,5953,10/10/2024 15:44,NULL
186,Productivity Tracker,5953,10/10/2024 15:45,NULL
187,New Business from Existing Clients,5953,10/10/2024 16:17,NULL
188,New Business from New Clients,5953,10/10/2024 16:18,NULL
189,Date Implementation of Marketing Plan,5953,10/10/2024 16:20,NULL
190,Number of Complaints,5953,10/10/2024 16:21,NULL
191,Production Deployment Handling,4277,11/10/2024 11:23,NULL
192,Production Deployment Handling,4277,11/10/2024 11:32,NULL
193,Deployment Efficiency,4277,11/10/2024 12:01,NULL
194,Deployment efficiency,4277,11/10/2024 12:01,NULL
195,Average time taken for deployment,4277,11/10/2024 12:36,NULL
196,Average time taken for deployment,4277,11/10/2024 12:45,NULL
197,Deployment Quality and Performance,4277,11/10/2024 12:51,NULL
198,Deployment Quality and Performance,4277,11/10/2024 12:53,NULL
199,Production Deployment,4277,11/10/2024 14:30,NULL
200,Production Deployment,4277,11/10/2024 14:31,NULL
201,"Measure the output, relative to the resources used.",4277,11/10/2024 15:01,NULL
202,"Measure the output, relative to the resources used.",4277,11/10/2024 15:02,NULL
203,Deployment Process efficiency,4277,11/10/2024 15:06,NULL
204,Deployment Process efficiency,4277,11/10/2024 15:07,NULL
205,Customer satisfaction Score and deployment rate,4277,11/10/2024 15:22,NULL
206,Customer satisfaction Score and deployment rate,4277,11/10/2024 15:23,NULL
207,Response time,4277,11/10/2024 15:43,NULL
208,Response time,4277,11/10/2024 15:44,NULL
209,Average escalation process time,4277,11/10/2024 16:27,NULL
210,Customer satisfaction score (CSAT),4277,14/10/2024 11:26,NULL
211,Customer satisfaction score (CSAT),4277,14/10/2024 11:29,NULL
212,First response time and resolution time,4277,14/10/2024 14:20,NULL
213,Correctly identifying which team to escalate issues to and quickness in escalating issues to the appropriate team,4277,14/10/2024 15:29,NULL
214,Deployment success rate,4277,15/10/2024 13:27,NULL
215,Mean time to resolve Escalations,4277,15/10/2024 13:28,NULL
216,Generate 300 leads,4277,17/10/2024 14:35,NULL
217,Hire 200 customers in Q4,8894,17/10/2024 16:30,NULL
218,Hire 200 customers in Q4,8894,17/10/2024 17:06,NULL
219,Average Time to Resolution,4277,18/10/2024 09:57,NULL
220,Ensure that 98% of system alerts are identified and responded to within 3 minutes,4277,18/10/2024 10:33,NULL
221,Ensure that 98% of system alerts are identified and responded to within 3 minuts,4277,18/10/2024 10:37,NULL
222,Ensure that 98% of system alerts are identified and responded to within 3 minutes,4277,18/10/2024 10:43,NULL
223,Ensure that 98% of system alerts are identified and responded to within 3 minutes,4277,18/10/2024 10:43,NULL
224,Ensure proactive monitoring of system uptime and detection of issues,4277,18/10/2024 11:07,NULL
225,Ensure proactive monitoring of system uptime and detection of issues,4277,18/10/2024 11:08,NULL
226,Ensure proactive monitoring of system uptime and detection of issues,4277,18/10/2024 11:08,NULL
227,Ensure proactive monitoring of system uptime and detection of issues,4277,18/10/2024 11:08,NULL
228,100% Documentation of key processes and solutions on teams,4277,18/10/2024 11:37,NULL
229,100% Documentation of key processes and solutions on teams,4277,18/10/2024 11:38,NULL
230,100% Documentation of key processes and solutions on teams,4277,18/10/2024 11:39,NULL
231,100% Documentation of key processes and solutions on teams,4277,18/10/2024 11:39,NULL
232,At least 90% of the target for year is met.,6087,18/10/2024 22:44,NULL
233,Aim for 96% or above punctuality within the last quarter of the year 2024,4277,22/10/2024 09:13,NULL
234,Aim for 96% or above punctuality within the last quarter of the year 2024,4277,22/10/2024 09:14,NULL
235,Aim for 96% or above punctuality within the last quarter of the year 2024,4277,22/10/2024 09:14,NULL
236,Aim for 96% or above punctuality within the last quarter of the year 2024,4277,22/10/2024 09:15,NULL
237,Adherence to the daily and weekly schedule,4277,22/10/2024 09:24,NULL
238,Adherence to the daily and weekly schedule,4277,22/10/2024 09:25,NULL
239,Adherence to the daily and weekly schedule,4277,22/10/2024 09:25,NULL
240,Adherence to the daily and weekly schedule,4277,22/10/2024 09:25,NULL
241,At least 96% or above on timely attendance and reporting,4277,22/10/2024 09:30,NULL
242,Ensure 96% or above of punctuality and attendance,4277,22/10/2024 09:34,NULL
243,Aim for 15% reduction in delays in customer follow ups and quotation approvals,4277,22/10/2024 09:47,NULL
244,The percentage of leads that are converted into qualified sales.,4277,22/10/2024 10:08,NULL
245,The percentage of leads that are converted into qualified sales,4277,22/10/2024 10:12,NULL
246,The percentage of leads that are converted into qualified sales,4277,22/10/2024 10:13,NULL
247,The percentage of leads that are converted into qualified sales,4277,22/10/2024 10:13,NULL
248,Percentage of solutions accurately aligned with client needs.,4277,22/10/2024 10:21,NULL
249,Percentage of solutions accurately aligned with client needs,4277,22/10/2024 10:22,NULL
250,Percentage of solutions accurately aligned with client needs,4277,22/10/2024 10:22,NULL
251,Percentage of solutions accurately aligned with client needs,4277,22/10/2024 10:23,NULL
252,On time delivery rate,4277,22/10/2024 10:57,NULL
253,On time delivery rate,4277,22/10/2024 10:58,NULL
254,On time delivery rate,4277,22/10/2024 10:58,NULL
255,On time delivery rate,4277,22/10/2024 10:59,NULL
256,Client satisfaction with implemented solutions,4277,22/10/2024 11:02,NULL
257,Client satisfaction with implemented solutions,4277,22/10/2024 11:02,NULL
258,Client satisfaction with implemented solutions,4277,22/10/2024 11:03,NULL
259,Client satisfaction with implemented solutions,4277,22/10/2024 11:03,NULL
260,Client retention rate.,4277,22/10/2024 11:20,NULL
261,Percentage of existing clients who purchase additional products and services.,4277,22/10/2024 11:29,NULL
262,Repeat business percentage from clients and referral rates,4277,22/10/2024 11:35,NULL
263,Rate of positive feedback from clients leading to referrals to other clients,4277,22/10/2024 11:39,NULL
264,Revenue Growth from Existing Clients,4277,22/10/2024 12:40,NULL
265,Response Time to Client Issues,4277,22/10/2024 12:56,NULL
266,Timely completion of joint project milestones,4277,22/10/2024 13:16,NULL
267,Net Promoter Score (NPS): Percentage of clients willing to recommend NSI Technology Africa to others,4277,22/10/2024 13:25,NULL
268,Collaboration with Sales Teams,4277,22/10/2024 14:07,NULL
